GCA023427355	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Rhizomicrobium	Rhizomicrobium sp023427355
GCA023427545	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia_A	Devosia_A sp023427545
GCA023427575	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	Flavitalea sp023427575
GCA023427705	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp023427705
GCA023427825	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	Dermatobacter	Dermatobacter sp023427825
GCA023427845	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp023427845
GCA023427865	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea sp023427865
GCA023427925	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	JAEYZS01	JAEYZS01	JAEYZS01 sp023427925
GCA023427945	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Schauerella	Schauerella sp023427945
GCA023427985	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	JAEYZM01	JAEYZM01 sp023427985
GCA023428025	Bacteria	Bacillota	Clostridia	Christensenellales	SZUA-584	SZUA-584	SZUA-584 sp023428025
GCA023428035	Bacteria	Myxococcota	Polyangia	Polyangiales	Ga0077539	JAEYZO01	JAEYZO01 sp023428035
GCA023428065	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Homoserinibacter	Homoserinibacter sp023428065
GCA023428085	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp023428085
GCA023428135	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	Sporocytophaga sp023428135
GCA023428185	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Demequinaceae	Demequina	Demequina sp023428185
GCA023428205	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	LD1	JAEUUZ01	JAEUUZ01 sp023428205
GCA023428245	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NIC37A-2	NIC37A-2 sp023428245
GCA023428265	Bacteria	Bacillota	Clostridia	Christensenellales	UMGS416	JAEYRA01	JAEYRA01 sp023428265
GCA023428295	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	JABFXX01	JABFXX01 sp023428295
GCA023428335	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter sp023428335
GCA023428365	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	ZC4RG25	ZC4RG25 sp023428365
GCA023428375	Bacteria	Babelota	Babeliae	Babelales	Babelaceae	JAEYYR01	JAEYYR01 sp023428375
GCA023428425	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia_A	Devosia_A sp023428425
GCA023428465	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Actinotalea	Actinotalea sp023428465
GCA023428585	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Lentimicrobium sp023428585
GCA023428645	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	JAEYXD01	JAEYXD01 sp023428645
GCA023428655	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	Mobilitalea sp023428655
GCA023428695	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ohtaekwangia	Ohtaekwangia sp023428695
GCA023428755	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Lacibacter	Lacibacter sp023428755
GCA023428785	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp023428785
GCA023428805	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	JAEYWW01	JAEYWW01 sp023428805
GCA023428865	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp023428865
GCA023428885	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp023428885
GCA023428905	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	EW11	EW11 sp023428905
GCA023428915	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	JAEYWL01	JAEYWL01	JAEYWL01 sp023428915
GCA023429135	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	JAAUTT01	JAAUTT01	JAAUTT01 sp023429135
GCA023429265	Bacteria	Bacteroidota_A	Ignavibacteria	SJA-28	B-1AR	JAEYVS01	JAEYVS01 sp023429265
GCA023429275	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces_A	Planctomyces_A sp023429275
GCA023429345	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JAEYVB01	JAEYVB01 sp023429345
GCA023429365	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas_B	Terrimonas_B sp023429365
GCA023429375	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Massilibacteroides	Massilibacteroides sp023429375
GCA023429545	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium sp023429545
GCA023429565	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	JAEWQO01	JAEWQO01 sp023429565
GCA023429685	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Acetanaerobacterium	Acetanaerobacterium sp023429685
GCA023429785	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	SZUA-444	SZUA-444 sp023429785
GCA023429825	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JAEZDC01	JAEZDC01 sp023429825
GCA023429845	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	Luteitalea sp023429845
GCA023429855	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	JAGIBJ01	JAGIBJ01 sp023429855
GCA023429985	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp023429985
GCA023429995	Bacteria	Bacillota	UBA4882	UBA8346	UBA8346	UBA8346	UBA8346 sp023429995
GCA023430045	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp023430045
GCA023430065	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SHXO01	SHXO01	SHXO01 sp023430065
GCA023430145	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Methylopilaceae	JAEZCD01	JAEZCD01 sp023430145
GCA023430245	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	Pseudorhodoplanes sp023430245
GCA023430285	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	Methanobacterium_B sp023430285
GCA023430315	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ga0077530	Ga0077530 sp023430315
GCA023430325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp023430325
GCA023430365	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	JAEZAS01	JAEZAS01 sp023430365
GCA023430465	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas_A	Terrimonas_A sp023430465
GCA023430545	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	JAEZAF01	JAEZAF01 sp023430545
GCA023430565	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus	Opitutus sp023430565
GCA023430625	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	JAEZAA01	JAEZAA01 sp023430625
GCA023430685	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella_A	Dokdonella_A sp023430685
GCA023430705	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia_A	Devosia_A sp023430705
GCA023430725	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	SR-FBR-E99	SR-FBR-E99 sp023430725
GCA023430775	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	JABFXX01	JABFXX01 sp023430775
GCA023430825	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus	Opitutus sp023430825
GCA023430845	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Ga0077530	Ga0077530 sp023430845
GCA023430885	Bacteria	Bacillota	Bacilli	RF39	UBA660	RGIG4266	RGIG4266 sp023430885
GCA023430945	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	PHOS-HE28	PHOS-HE28	PHOS-HE28 sp023430945
GCA023430975	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-2933	Pseudobacteroides	Pseudobacteroides sp023430975
GCA023431045	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma sp023431045
GCA023431055	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp023431055
GCA023431185	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Limisphaerales	JAEYXS01	JAEYXS01	JAEYXS01 sp023431185
GCA023431205	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp023431205
GCA023431215	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	Angelakisella sp023431215
GCA023431245	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	Ga0077527	Ga0077527 sp023431245
GCA023431285	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ohtaekwangia	Ohtaekwangia sp023431285
GCA023431345	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	PMG-095	PMG-095 sp023431345
GCA023431385	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium sp023431385
GCA023431405	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp023431405
GCA023431725	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	Pseudorhodoplanes sp023431725
GCA023432005	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Homoserinibacter	Homoserinibacter sp023432005
GCA023432025	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NIC37A-2	NIC37A-2 sp023432025
GCA023432075	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter sp023432075
GCA023432225	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Didemnitutus	Didemnitutus sp023432225
GCA023432235	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Demequinaceae	Demequina	Demequina sp023432235
GCA023432305	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Homoserinibacter	Homoserinibacter sp023432305
GCA023432405	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium sp023432405
GCA023432445	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA1547	Microsaccharimonas	Microsaccharimonas sp023432445
GCA023432465	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JAHBXL01	JAHBXL01 sp023432465
GCA023432475	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA5946	JAEYUN01	JAEYUN01 sp023432475
GCA023432565	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp023432565
GCA023432655	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Peredibacter sp023432655
GCA023432725	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionicimonas	Propionicimonas sp023432725
GCA023432805	Bacteria	Bacteroidota_A	SZUA-365	SZUA-365	SZUA-365	JAEYUG01	JAEYUG01 sp023432805
GCA023432845	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys sp023432845
GCA023432855	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	JAEZEZ01	JAEZEZ01 sp023432855
GCA023432885	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium sp023432885
GCA023432985	Bacteria	Bacteroidota	Bacteroidia	CAIKAF01	CAIKAF01	JACVCJ01	JACVCJ01 sp023432985
GCA023432995	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium sp023432995
GCA023433065	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	JAEZET01	JAEZET01 sp023433065
GCA023433205	Bacteria	Bacteroidota	Bacteroidia	B-17B0	B-17BO	Aurantibacillus	Aurantibacillus sp023433205
GCA023433225	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	Moheibacter sp023433225
GCA023433265	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JAEZDR01	JAEZDR01 sp023433265
GCA023433275	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera sp023433275
GCA023433305	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium sp023433305
GCA023433345	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	Ferruginibacter sp023433345
GCA023433405	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Acetanaerobacterium	Acetanaerobacterium sp023433405
GCA023433445	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp023433445
GCA023433465	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CADEED01	CADEED01 sp023433465
GCA023433505	Bacteria	Bacillota	Clostridia	Acetivibrionales	DTU013	MnB-11	MnB-11 sp023433505
GCA023433515	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CADEED01	CADEED01 sp023433515
GCA023433585	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp023433585
GCA023433615	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_I	Paenibacillus_I sp023433615
GCA023433655	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp023433655
GCA023433685	Bacteria	Bacteroidota_A	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	UTCHB3	UTCHB3 sp023433685
GCA023433705	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	CADEED01	CADEED01 sp023433705
GCA023433755	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp023433755
GCA023433775	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp023433775
GCA023433825	Bacteria	Planctomycetota	UBA1135	UBA2386	UBA2386	JAEYTU01	JAEYTU01 sp023433825
GCA023433835	Bacteria	Pseudomonadota	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	JAFKFH01	JAFKFH01 sp023433835
GCA023433855	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	Neorhizobium sp023433855
GCA023433925	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfocurvibacter	Desulfocurvibacter sp023433925
GCA023433945	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium sp023433945
GCA023433965	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium sp023433965
GCA023433985	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia_A	Devosia_A sp023433985
GCA023434015	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium sp023434015
GCA023434025	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp023434025
GCA023434095	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter	Ancylobacter sp023434095
GCA023434145	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	DSYU01	DSYU01 sp023434145
GCA023434205	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	UBA1924	JAEYTB01	JAEYTB01 sp023434205
GCA023434265	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp023434265
GCA023434325	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA4665	PMNU01	PMNU01 sp023434325
GCA023434365	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	KM106-2	KM106-2 sp023434365
GCA023434425	Bacteria	Pseudomonadota	Alphaproteobacteria	Ferrovibrionales	Ferrovibrionaceae	Ferrovibrio	Ferrovibrio sp023434425
GCA023434465	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	70-9	67-14	67-14 sp023434465
GCA023434535	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Microtrichaceae	Dermatobacter	Dermatobacter sp023434535
GCA023434665	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	Lentimicrobium sp023434665
GCA023434825	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_D	Methanobacterium_D sp023434825
GCA023435025	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	JAEYLA01	JAEYLA01 sp023435025
GCA023435225	Bacteria	Bacillota	UBA4882	UBA8346	UBA8346	UBA8346	UBA8346 sp023435225
GCA023435265	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	UBA2230	UBA2230 sp023435265
GCA023435305	Bacteria	Bacillota	Clostridia	Acetivibrionales	DTU013	DTU013	DTU013 sp023435305
GCA023435325	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Comamonas	Comamonas sp023435325
GCA023435335	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	RCIO01	RCIO01 sp023435335
GCA023435435	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	RUG11247	RUG11247 sp023435435
GCA023435505	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	KM106-2	KM106-2 sp023435505
GCA023435545	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Tepidamorphaceae	Tepidamorphus	Tepidamorphus sp023435545
GCA023435565	Bacteria	Bacillota	UBA4882	UBA8346	UBA8346	JAAYHS01	JAAYHS01 sp023435565
GCA023435645	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	Mobilitalea sp023435645
GCA023435705	Bacteria	Bacillota	Clostridia	Christensenellales	UMGS416	JAEYRA01	JAEYRA01 sp023435705
GCA023435725	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium sp023435725
GCA023435745	Bacteria	Bacillota	Clostridia	Acetivibrionales	DTU013	JAAYBT01	JAAYBT01 sp023435745
GCA023435805	Bacteria	Bacillota	Clostridia	Acetivibrionales	DTU013	UBA1305	UBA1305 sp023435805
GCA023435825	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Solidesulfovibrio	Solidesulfovibrio sp023435825
GCA023435855	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	UBA7707	UBA7707 sp023435855
GCA023435895	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	Mobilitalea sp023435895
GCA023435925	Bacteria	Bacillota	Clostridia	Acetivibrionales	DTU013	UBA1305	UBA1305 sp023435925
GCA023435945	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JAEZLB01	JAEZLB01 sp023435945
GCA023435965	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	JAEZOG01	JAEZOG01 sp023435965
GCA023435985	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp023435985
GCA023436025	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	Ramlibacter sp023436025
GCA023436065	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	Mobilitalea sp023436065
GCA023436075	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella_A	Methanocella_A sp023436075
GCA023436115	Bacteria	Bacillota	Clostridia	Christensenellales	SZUA-584	SZUA-584	SZUA-584 sp023436115
GCA023436145	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	JAAYPC01	JAAYPC01 sp023436145
GCA023436175	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_D	Methanobacterium_D sp023436175
GCA023436205	Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionales	Chitinispirillaceae	JAEZKC01	JAEZKC01 sp023436205
GCA023436225	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Mobilitalea	Mobilitalea sp023436225
GCA023436245	Bacteria	Bacillota	UBA994	UBA5500	UBA5500	JAEZJZ01	JAEZJZ01 sp023436245
GCA023436305	Bacteria	Bacillota	UBA4882	UBA8346	UBA8346	JAEZJQ01	JAEZJQ01 sp023436305
GCA023436385	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	JAEZJH01	JAEZJH01 sp023436385
GCA023436395	Bacteria	Bacillota	Clostridia	Lachnospirales	Cellulosilyticaceae	Cellulosilyticum	Cellulosilyticum sp023436395
GCA023436425	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	Flavisolibacter sp023436425
GCA023436485	Bacteria	Bacillota	Clostridia	Acetivibrionales	DSM-27016	Ruminiclostridium	Ruminiclostridium sp023436485
